wavelength [micron], flux [Jy]
1.568252895264777180e+01,2.433435205874726837e+00
1.571390682284586404e+01,2.435069948192113198e+00
1.574534747441941462e+01,2.443048676507713513e+00
1.577685103298245650e+01,2.439208073651970121e+00
1.580841762440036113e+01,2.443796500773563363e+00
1.584004737479032876e+01,2.441600163899556364e+00
1.587174041052191775e+01,2.443636336364546136e+00
1.590349685821749759e+01,2.445921729364955777e+00
1.593531684475281907e+01,2.448477527655767538e+00
1.596720049725746549e+01,2.451815752824059391e+00
1.599914794311538735e+01,2.456888044824526052e+00
1.603115930996539973e+01,2.453351322399673684e+00
1.606323472570172584e+01,2.455238693496723190e+00
1.609537431847445177e+01,2.457694413690081792e+00
1.612757821669009672e+01,2.462591724470455823e+00
1.615984654901206952e+01,2.462387543959679626e+00
1.619217944436122991e+01,2.482087161662679620e+00
1.622457703191636824e+01,2.474765851732085409e+00
1.625703944111476318e+01,2.471905658298630293e+00
1.628956680165264714e+01,2.472652156758019970e+00
1.632215924348577829e+01,2.475458617099522307e+00
1.635481689682990591e+01,2.477418929960299110e+00
1.638753989216133178e+01,2.480329579798889128e+00
1.642032836021740394e+01,2.482854396779861528e+00
1.645318243199707808e+01,2.484737866954012109e+00
1.648610223876137937e+01,2.486698539507316674e+00
1.651908791203400284e+01,2.488097792757327120e+00
1.655213958360176463e+01,2.492149402433563310e+00
1.658525738551517392e+01,2.491670576017609218e+00
1.661844145008894102e+01,2.492868098867003113e+00
1.665169190990254222e+01,2.500040917976266375e+00
1.668500889780068164e+01,2.493530477016537183e+00
1.671839254689389165e+01,2.495535355436027558e+00
1.675184299055902315e+01,2.497633371148045622e+00
1.678536036243978913e+01,2.498142366719632079e+00
1.681894479644728335e+01,2.502182775102628209e+00
1.685259642676057368e+01,2.501023934395988135e+00
1.688631538782714614e+01,2.514365296623542800e+00
1.692010181436353378e+01,2.504812840644581318e+00
1.695395584135578915e+01,2.504925502274690796e+00
1.698787760406004921e+01,2.508060361248832582e+00
1.702186723800307533e+01,2.509320320548946714e+00
1.705592487898278975e+01,2.511410010238229962e+00
1.709005066306882981e+01,2.519376128734351905e+00
1.712424472660309149e+01,2.517493377039515146e+00
1.715850720620024816e+01,2.519276183785041034e+00
1.719283823874831185e+01,2.523631773636916709e+00
1.722723796140919816e+01,2.537407238014823818e+00
1.726170651161923786e+01,2.528606458535438861e+00
1.729624402708977371e+01,2.532322561198289357e+00
1.733085064580767209e+01,2.536602682149196486e+00
1.736552650603587722e+01,2.550965735582817917e+00
1.740027174631398310e+01,2.546191056283892973e+00
1.743508650545876648e+01,2.549509500938352158e+00
1.746997092256474815e+01,2.554416654316705948e+00
1.750492513700477204e+01,2.563607271651158204e+00
1.753994928843053103e+01,2.564602101450000671e+00
1.757504351677313181e+01,2.576401016565972313e+00
1.761020796224365270e+01,2.576242537967768254e+00
1.764544276533372269e+01,2.584895868354933235e+00
1.768074806681604727e+01,2.584763858240989531e+00
1.771612400774501950e+01,2.590494950422037146e+00
1.775157072945724579e+01,2.593821595756569121e+00
1.778708837357211792e+01,2.595893015122273439e+00
1.782267708199238143e+01,2.600401327591872924e+00
1.785833699690470056e+01,2.603192945463627783e+00
1.789406826078023016e+01,2.606469042397082436e+00
1.792987101637519487e+01,2.613892557480251178e+00
1.796574540673144682e+01,2.614125803861940600e+00
1.800169157517702345e+01,2.617467191883405153e+00
1.803770966532675146e+01,2.624555484097298219e+00
1.807379982108279037e+01,2.624447570549417907e+00
1.810996218663522228e+01,2.628130963088232352e+00
1.814619690646264161e+01,2.633231558846790943e+00
1.818250412533272353e+01,2.642944949681974798e+00
1.821888398830277112e+01,2.637137933560470326e+00
1.825533664072033346e+01,2.644951953648198462e+00
1.829186222822377417e+01,2.646519850037313937e+00
1.832846089674283974e+01,2.648394546208944433e+00
1.836513279249927777e+01,2.646487993390397975e+00
1.840187806200739473e+01,2.646482363728363207e+00
1.843869685207463505e+01,2.648000716745007033e+00
1.847558930980217795e+01,2.651097823050102331e+00
1.851255558258553080e+01,2.652655940139523771e+00
1.854959581811510105e+01,2.655789549396927018e+00
1.858671016437681089e+01,2.657280113899398888e+00
1.862389876965269053e+01,2.661481529235105281e+00
1.866116178252141822e+01,2.664305337507737015e+00
1.869849935185897749e+01,2.666048154231570599e+00
1.873591162683920786e+01,2.669506088481973016e+00
1.877339875693442295e+01,2.670733932084081719e+00
1.881096089191601806e+01,2.673760226945334662e+00
1.884859818185505276e+01,2.677560226451873859e+00
1.888631077712283002e+01,2.681531481391814520e+00
1.892409882839153212e+01,2.685263086626060947e+00
1.896196248663480688e+01,2.688837019070568157e+00
1.899990190312836091e+01,2.707347764546009117e+00
1.903791722945059917e+01,2.696034773186984701e+00
1.907600861748320753e+01,2.697504781737616764e+00
1.911417621941173195e+01,2.700650684459543704e+00
1.915242018772623567e+01,2.702875587793294176e+00
1.919074067522187477e+01,2.705044925163762937e+00
1.922913783499951990e+01,2.715169780264660382e+00
1.926761182046638510e+01,2.712182450155114388e+00
1.930616278533662111e+01,2.721081378891620162e+00
1.934479088363191934e+01,2.724450951387650477e+00
1.938349626968214068e+01,2.716551729931734993e+00
1.942227909812594078e+01,2.727205431010698344e+00
1.946113952391136337e+01,2.724069727172333977e+00
1.950007770229650106e+01,2.723751985838307021e+00
1.953909378885008152e+01,2.726515434998612264e+00
1.957818793945208213e+01,2.737656464856458527e+00
1.961736031029437655e+01,2.731963645021171505e+00
1.965661105788135288e+01,2.733164821008203127e+00
1.969594033903051766e+01,2.737803592726786750e+00
1.973534831087317443e+01,2.747862787655677597e+00
1.977483513085498501e+01,2.738486137291023859e+00
1.981440095673666235e+01,2.744155628613050180e+00
1.985404594659454247e+01,2.741349487018510001e+00
1.989377025882124883e+01,2.752025548352222462e+00
1.993357405212632116e+01,2.751196396845097869e+00
1.997345748553686562e+01,2.743126183847017341e+00
2.001342071839813741e+01,2.743027657686336607e+00
2.005346391037425491e+01,2.742809721473862705e+00
2.009358722144875742e+01,2.742144754017919794e+00
2.013379081192530506e+01,2.741501523135114304e+00
2.017407484242827564e+01,2.740945723120769006e+00
2.021443947390345386e+01,2.741502934233834843e+00
2.025488486761862106e+01,2.742667114783733595e+00
2.029541118516425868e+01,2.740478041497534267e+00
2.033601858845412380e+01,2.756254389571154650e+00
2.037670723972595610e+01,2.740055723720256964e+00
2.041747730154208185e+01,2.743133393394556752e+00
2.045832893679012798e+01,2.742078595679182662e+00
2.049926230868357635e+01,2.743402085557247627e+00
2.054027758076251331e+01,2.745238679678749349e+00
2.058137491689421594e+01,2.754930638094910123e+00
2.062255448127383417e+01,2.750162713770117673e+00
2.066381643842502669e+01,2.764708030416673790e+00
2.070516095320067507e+01,2.755925413525906364e+00
2.074658819078345573e+01,2.758813716150152029e+00
2.078809831668658248e+01,2.766775160169219649e+00
2.082969149675440690e+01,2.764176112248512229e+00
2.087136789716311114e+01,2.766621650099859941e+00
2.091312768442135805e+01,2.768443673957084794e+00
2.095497102537098755e+01,2.770200910481049217e+00
2.099689808718762407e+01,2.779398629721124170e+00
2.103890903738142626e+01,2.772985525443393939e+00
2.108100404379766957e+01,2.774434305055192063e+00
2.112318327461746748e+01,2.778083828632231800e+00
2.116544689835843229e+01,2.806379149259953021e+00
2.120779508387537149e+01,2.779121760800654872e+00
2.125022800036089876e+01,2.782800160591274441e+00
2.129274581734620142e+01,2.778632675949809450e+00
2.133534870470162659e+01,2.785694687561568905e+00
2.137803683263741661e+01,2.794364441937505106e+00
2.142081037170435920e+01,2.783395071352063432e+00
2.146366949279451930e+01,2.783968672207171036e+00
2.150661436714183949e+01,2.785640565562057525e+00
2.154964516632291449e+01,2.787077597503089699e+00
2.159276206225760220e+01,2.789406760477669334e+00
2.163596522720974491e+01,2.789308955555898528e+00
2.167925483378784790e+01,2.800036536786498331e+00
2.172263105494580770e+01,2.790590630537168604e+00
2.176609406398352320e+01,2.790989448187818134e+00
2.180964403454767719e+01,2.794928650063290387e+00
2.185328114063236171e+01,2.828528745999759675e+00
2.189700555657980274e+01,2.797882184689441498e+00
2.194081745708104947e+01,2.790971446147544999e+00
2.198471701717669902e+01,2.789181387638009824e+00
2.202870441225753240e+01,2.787774957705056789e+00
2.207277981806531031e+01,2.797104033083597230e+00
2.211694341069337355e+01,2.788978446693681335e+00
2.216119536658740685e+01,2.787210822982336911e+00
2.220553586254612455e+01,2.784966579687311317e+00
2.224996507572201310e+01,2.784333841745766147e+00
2.229448318362196702e+01,2.781063625649172977e+00
2.233909036410807758e+01,2.782088526214296476e+00
2.238378679539827942e+01,2.790602096868470383e+00
2.242857265606709660e+01,2.778559895537277225e+00
2.247344812504633893e+01,2.773258571647060577e+00
2.251841338162585160e+01,2.780689822461491101e+00
2.256346860545417243e+01,2.774714237381977533e+00
2.260861397653932059e+01,2.780367068677539244e+00
2.265384967524944670e+01,2.776264927738996580e+00
2.269917588231360028e+01,2.769837334031362008e+00
2.274459277882242603e+01,2.771329705737074267e+00
2.279010054622889925e+01,2.772816535685871386e+00
2.283569936634906483e+01,2.773980442112867095e+00
2.288138942136274778e+01,2.775685092992861147e+00
2.292717089381426021e+01,2.785788517807399778e+00
2.297304396661316872e+01,2.776424700691203729e+00
2.301900882303499785e+01,2.777522143568537327e+00
2.306506564672197257e+01,2.770886965378252853e+00
2.311121462168376439e+01,2.768946347120658125e+00
2.315745593229822674e+01,2.767036606580463687e+00
2.320378976331208065e+01,2.773502649876907089e+00
2.325021629984172122e+01,2.763507888477483299e+00
2.329673572737391396e+01,2.763226692034041143e+00
2.334334823176654083e+01,2.762601774831497270e+00
2.339005399924938189e+01,2.762055829228649007e+00
2.343685321642481512e+01,2.764346855271936576e+00
2.348374607026856964e+01,2.767910696912908808e+00
2.353073274813047178e+01,2.771879893916132431e+00
2.357781343773521954e+01,2.761904840592222854e+00
2.362498832718308250e+01,2.779541492757428678e+00
2.367225760495072606e+01,2.761544893343351958e+00
2.371962145989191129e+01,2.756483774009553134e+00
2.376708008123824456e+01,2.755861009249029436e+00
2.381463365859995207e+01,2.769098377686092238e+00
2.386228238196664364e+01,2.764469190836509327e+00
2.391002644170805524e+01,2.767713190152727876e+00
2.395786602857482706e+01,2.754829417622159493e+00
2.400580133369927083e+01,2.741207172331785902e+00
2.405383254859609110e+01,2.738858577724411436e+00
2.410195986516318811e+01,2.738266316379988741e+00
2.415018347568241097e+01,2.735769122013985921e+00
2.419850357282032505e+01,2.734549614328271705e+00
2.424692034962900777e+01,2.733649345530105634e+00
2.429543399954679472e+01,2.731685840786695518e+00
2.434404471639903988e+01,2.729730826122320764e+00
2.439275269439891503e+01,2.727615002617128859e+00
2.444155812814816997e+01,2.725053471014349249e+00
2.449046121263791420e+01,2.722241482438532145e+00
2.453946214324941621e+01,2.720251840965964174e+00
2.458856111575487446e+01,2.718265775047337129e+00
2.463775832631815987e+01,2.717940563431340717e+00
2.468705397149564718e+01,2.716368657494252936e+00
2.473644824823698229e+01,2.713947445976024664e+00
2.478594135388586395e+01,2.711337105719914042e+00
2.483553348618085721e+01,2.708099127558714514e+00
2.488522484325617157e+01,2.705085695972233584e+00
2.493501562364241764e+01,2.704555881130663142e+00
2.498490602626744561e+01,2.716649878543633267e+00
2.503489625045712330e+01,2.698948814363153925e+00
2.508498649593611773e+01,2.709950005338392032e+00
2.513517696282873715e+01,2.701645605174100684e+00
2.518546785165969837e+01,2.696372030788719787e+00
2.523585936335490842e+01,2.692016938659843817e+00
2.528635169924230297e+01,2.674375405446232090e+00
2.533694506105263855e+01,2.677650346662747705e+00
2.538763965092028130e+01,2.680389555999502349e+00
2.543843567138406314e+01,2.665244082932787695e+00
2.548933332538805274e+01,2.662620475308338452e+00
2.554033281628235130e+01,2.660475758418257453e+00
2.559143434782394166e+01,2.659167407067972277e+00
2.564263812417747701e+01,2.656786039658657117e+00
2.569394434991610510e+01,2.655312787282278375e+00
2.574535323002230669e+01,2.654452143128192443e+00
2.579686496988869493e+01,2.652794783439801574e+00
2.584847977531881114e+01,2.651846840343087486e+00
2.590019785252798812e+01,2.651406483988156371e+00
2.595201940814415664e+01,2.665184342226891712e+00
2.600394464920864834e+01,2.665881078179679342e+00
2.605597378317709101e+01,2.660078412028626271e+00
2.610810701792017596e+01,2.649126366216977502e+00
2.616034456172449651e+01,2.649292916937414422e+00
2.621268662329338639e+01,2.649446663852256023e+00
2.626513341174776528e+01,2.652325103248686755e+00
2.631768513662695241e+01,2.651013613140691394e+00
2.637034200788955118e+01,2.652117303566484008e+00
2.642310423591420587e+01,2.656807288858986649e+00
2.647597203150054668e+01,2.653330908007841327e+00
2.652894560586992156e+01,2.655337801574122025e+00
2.658202517066631998e+01,2.678084570331705550e+00
2.663521093795717221e+01,2.664136789798649207e+00
2.668850312023426596e+01,2.674274465455603877e+00
2.674190193041447472e+01,2.654219332053223024e+00
2.679540758184075600e+01,2.650270328622120974e+00
2.684902028828286547e+01,2.648968452164933929e+00
2.690274026393830198e+01,2.649461536413982188e+00
2.695656772343311403e+01,2.648860463725468684e+00
2.701050288182281989e+01,2.662021549566995215e+00
2.706454595459316792e+01,2.659862354685884167e+00
2.711869715766111355e+01,2.648959063812242221e+00
2.717295670737557600e+01,2.647289672615954270e+00
2.722732482051836911e+01,2.645868323714021475e+00
2.728180171430502554e+01,2.644974525774402618e+00
2.733638760638573117e+01,2.644261505138969959e+00
2.739108271484609958e+01,2.643772219477382723e+00
2.744588725820814190e+01,2.643993385354848513e+00
2.750080145543105559e+01,2.644317382109848680e+00
2.755582552591214807e+01,2.648206231025119095e+00
2.761095968948768586e+01,2.646182094559830666e+00
2.766620416643382541e+01,2.647445361288449650e+00
2.772155917746740883e+01,2.647107808453989186e+00
2.777702494374694098e+01,2.646516924407313009e+00
2.783260168687338520e+01,2.646896973991204938e+00
2.788828962889109775e+01,2.657992110471284253e+00
2.794408899228869814e+01,2.643575623861890822e+00
2.800000000000000000e+01,2.641609566711972779e+00
